Transaction_ID,User_ID,Transaction_Date,Transaction_Type,Amount_NPR,Payment_Method,Transaction_Status,Merchant_Category,City,Device_Type
ESW114571,7560,2/5/2024 14:43,QR Payment,7837.21,Linked Bank,Success,Telecom,Lalitpur,Android
ESW114572,39278,5/9/2024 8:18,Electricity Bill,1091.71,Linked Bank,Success,Food Delivery,Lalitpur,Android
ESW114573,37212,8/10/2024 12:42,Electricity Bill,6980.29,Wallet Balance,Pending,E-commerce,Kathmandu,Android
ESW114574,30299,9/29/2024 11:34,Mobile Recharge,17380.48,Linked Bank,Failed,Others,Bhaktapur,Android
ESW114575,8543,12/2/2024 17:32,Internet Bill,11266.22,Wallet Balance,Success,Telecom,Lalitpur,iOS
ESW114576,24946,11/14/2024 16:02,Mobile Recharge,12846.74,Wallet Balance,Success,Food Delivery,Kathmandu,Android
ESW114577,32740,3/30/2024 15:56,QR Payment,5105.98,Linked Bank,Success,Telecom,Biratnagar,Web
ESW114578,46197,2/27/2024 12:31,Electricity Bill,438.79,Wallet Balance,Success,Utility,Kathmandu,iOS
ESW114579,8253,3/31/2024 6:42,QR Payment,18339.68,Wallet Balance,Success,Telecom,Lalitpur,Android
ESW114580,14775,6/19/2024 9:36,Mobile Recharge,1529.33,Linked Bank,Success,Telecom,Biratnagar,iOS
ESW114581,33813,6/27/2024 9:25,Fund Transfer,19985.78,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW114582,28632,10/8/2024 21:18,Fund Transfer,17390.48,Linked Bank,Success,Telecom,Pokhara,Android
ESW114583,49365,12/6/2024 21:55,Electricity Bill,2361.38,Wallet Balance,Success,Utility,Lalitpur,Android
ESW114584,3057,9/2/2024 19:23,QR Payment,19986.74,Wallet Balance,Success,Transport,Lalitpur,Android
ESW114585,34431,5/25/2024 15:33,Electricity Bill,16171.22,Linked Bank,Failed,Food Delivery,Kathmandu,Android
ESW114586,38436,6/21/2024 14:31,Mobile Recharge,16971.49,Linked Bank,Success,E-commerce,Pokhara,iOS
ESW114587,19413,9/3/2024 14:50,QR Payment,16203.16,Linked Bank,Success,Telecom,Butwal,Android
ESW114588,31225,10/8/2024 10:31,Electricity Bill,18581.55,Linked Bank,Success,Transport,Bhaktapur,Web
ESW114589,39485,12/29/2024 0:59,Mobile Recharge,15145.47,Wallet Balance,Success,Telecom,Kathmandu,Android
ESW114590,3696,6/19/2024 6:05,Electricity Bill,10550.84,Linked Bank,Success,Telecom,Lalitpur,Android
ESW114591,46968,2/2/2024 20:41,Fund Transfer,51.05,Linked Bank,Success,Utility,Butwal,Web
ESW114592,17101,6/24/2024 1:29,Internet Bill,5622.91,Linked Bank,Failed,E-commerce,Chitwan,Android
ESW114593,9831,2/12/2024 18:06,Fund Transfer,12024.85,Wallet Balance,Success,Telecom,Butwal,Web
ESW114594,20047,6/3/2024 0:23,Fund Transfer,6277.76,Wallet Balance,Failed,E-commerce,Bhaktapur,Android
ESW114595,6004,12/19/2024 4:34,Mobile Recharge,8230.96,Wallet Balance,Success,Transport,Bhaktapur,iOS
ESW114596,23705,1/16/2024 1:52,Electricity Bill,2202.76,Linked Bank,Success,Telecom,Chitwan,Web
ESW114597,46924,5/16/2024 12:32,Fund Transfer,19600.52,Debit Card,Success,Others,Biratnagar,iOS
ESW114598,22509,12/19/2024 17:01,Fund Transfer,2344,Wallet Balance,Success,Transport,Pokhara,iOS
ESW114599,38170,5/1/2024 2:54,Mobile Recharge,1473.68,Wallet Balance,Success,Telecom,Butwal,Android
ESW114600,44555,10/30/2024 6:31,Electricity Bill,11710.54,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW114601,15662,4/12/2024 14:02,QR Payment,12449.93,Wallet Balance,Success,Telecom,Biratnagar,Android
ESW114602,39680,4/1/2024 15:02,QR Payment,10512.99,Wallet Balance,Success,Telecom,Lalitpur,Android
ESW114603,1394,5/30/2024 9:05,Fund Transfer,7097.14,Wallet Balance,Success,Food Delivery,Pokhara,Android
ESW114604,48403,6/30/2024 14:32,Mobile Recharge,18489.81,Debit Card,Success,Utility,Lalitpur,Android
ESW114605,37365,8/31/2024 21:31,Fund Transfer,6901.78,Wallet Balance,Success,Others,Pokhara,Android
ESW114606,11524,2/29/2024 16:02,Mobile Recharge,6248.37,Linked Bank,Success,Others,Pokhara,Android
ESW114607,34097,10/7/2024 16:19,Fund Transfer,18906.2,Wallet Balance,Success,Utility,Bhaktapur,Android
ESW114608,27673,5/31/2024 21:37,Fund Transfer,17703.33,Linked Bank,Success,Telecom,Pokhara,Android
ESW114609,18156,10/9/2024 4:39,Internet Bill,9561.85,Linked Bank,Success,E-commerce,Biratnagar,iOS
ESW114610,2645,10/2/2024 11:40,Mobile Recharge,5250.93,Linked Bank,Success,Utility,Lalitpur,Android
ESW114611,30049,2/25/2024 7:34,Fund Transfer,2633.26,Wallet Balance,Success,Telecom,Butwal,Android
ESW114612,10815,12/5/2024 10:06,Fund Transfer,15991.23,Wallet Balance,Success,Telecom,Kathmandu,Android
ESW114613,2848,1/5/2024 6:11,Internet Bill,14536.86,Linked Bank,Pending,Others,Chitwan,Android
ESW114614,35329,9/23/2024 3:44,Fund Transfer,2157.17,Debit Card,Success,Food Delivery,Bhaktapur,iOS
ESW114615,34541,8/31/2024 16:59,Mobile Recharge,14821.33,Linked Bank,Success,Others,Biratnagar,Android
ESW114616,8311,8/27/2024 5:23,Fund Transfer,17957.58,Debit Card,Success,E-commerce,Kathmandu,Web
ESW114617,22563,5/16/2024 19:21,Fund Transfer,1163.77,Wallet Balance,Success,Utility,Bhaktapur,Android
ESW114618,16203,2/16/2024 21:34,Electricity Bill,8241.62,Linked Bank,Success,E-commerce,Lalitpur,Android
ESW114619,10290,2/8/2024 20:45,Fund Transfer,8196.9,Wallet Balance,Success,Transport,Butwal,Android
ESW114620,35818,2/1/2024 18:18,Fund Transfer,16215.85,Wallet Balance,Success,E-commerce,Kathmandu,iOS
ESW114621,18131,11/13/2024 19:37,Internet Bill,2422.81,Wallet Balance,Success,Food Delivery,Biratnagar,Android
ESW114622,31143,12/24/2024 4:13,Mobile Recharge,3070.61,Linked Bank,Success,Transport,Butwal,Android
ESW114623,25509,4/14/2024 11:59,Electricity Bill,7691.44,Wallet Balance,Success,Telecom,Kathmandu,iOS
ESW114624,23244,10/4/2024 23:09,QR Payment,17042.64,Linked Bank,Pending,Others,Biratnagar,Android
ESW114625,37741,9/9/2024 13:18,Electricity Bill,19733.85,Wallet Balance,Success,Telecom,Kathmandu,iOS
ESW114626,27898,3/7/2024 22:31,Mobile Recharge,10945.3,Linked Bank,Success,Others,Bhaktapur,Android
ESW114627,35383,8/2/2024 11:41,QR Payment,3198.42,Wallet Balance,Success,E-commerce,Lalitpur,iOS
ESW114628,48318,2/29/2024 17:56,Mobile Recharge,18061.07,Linked Bank,Pending,Others,Chitwan,Android
ESW114629,21138,12/11/2024 23:46,Electricity Bill,3286.9,Wallet Balance,Success,Utility,Butwal,Android
ESW114630,44262,6/17/2024 17:04,Electricity Bill,7387.51,Debit Card,Success,E-commerce,Lalitpur,Android
ESW114631,6506,10/25/2024 0:27,QR Payment,14827.72,Wallet Balance,Success,Telecom,Lalitpur,Android
ESW114632,21605,1/12/2024 3:03,Electricity Bill,1240.3,Wallet Balance,Success,Transport,Butwal,iOS
ESW114633,14054,3/17/2024 0:58,Fund Transfer,9720.84,Linked Bank,Success,Telecom,Chitwan,Android
ESW114634,29231,1/21/2024 7:23,Internet Bill,8174.77,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW114635,14861,9/4/2024 21:10,Mobile Recharge,18910.16,Wallet Balance,Success,Others,Chitwan,Web
ESW114636,12587,4/1/2024 4:27,Electricity Bill,10945.99,Wallet Balance,Success,Utility,Butwal,iOS
ESW114637,14515,7/29/2024 19:58,Electricity Bill,17758.36,Wallet Balance,Pending,Food Delivery,Kathmandu,Android
ESW114638,22675,2/4/2024 9:15,QR Payment,1819.9,Linked Bank,Success,Food Delivery,Bhaktapur,iOS
ESW114639,39622,10/1/2024 5:35,Fund Transfer,11177.54,Wallet Balance,Success,Telecom,Lalitpur,Android
ESW114640,17600,4/18/2024 12:11,QR Payment,13853.89,Debit Card,Success,Transport,Butwal,iOS
ESW114641,28892,1/22/2024 6:15,Electricity Bill,3064.01,Linked Bank,Success,Others,Kathmandu,Android
ESW114642,18743,12/13/2024 4:48,Electricity Bill,16972.91,Linked Bank,Success,Transport,Pokhara,Android
ESW114643,4774,4/20/2024 9:40,Internet Bill,17588.84,Wallet Balance,Success,Transport,Pokhara,Android
ESW114644,22801,6/29/2024 4:51,Fund Transfer,13573.34,Wallet Balance,Success,Food Delivery,Bhaktapur,iOS
ESW114645,38695,5/16/2024 3:25,Fund Transfer,10430.1,Linked Bank,Success,Food Delivery,Butwal,Android
ESW114646,29853,12/10/2024 23:33,Fund Transfer,13897.18,Debit Card,Success,E-commerce,Pokhara,Android
ESW114647,5429,7/17/2024 12:38,QR Payment,5739.33,Linked Bank,Success,Others,Butwal,iOS
ESW114648,5606,11/21/2024 18:09,Mobile Recharge,2258.66,Debit Card,Pending,E-commerce,Chitwan,Android
ESW114649,5478,5/9/2024 11:56,Fund Transfer,11063.4,Linked Bank,Success,Telecom,Biratnagar,iOS
ESW114650,49844,8/12/2024 1:05,Fund Transfer,9676.56,Wallet Balance,Success,Utility,Pokhara,Android
ESW114651,19280,5/9/2024 20:58,Internet Bill,8558.38,Debit Card,Failed,Others,Chitwan,Android
ESW114652,41134,6/10/2024 17:55,Fund Transfer,3820.61,Linked Bank,Success,Transport,Bhaktapur,Android
ESW114653,5427,3/21/2024 3:14,QR Payment,3845.87,Wallet Balance,Success,Telecom,Bhaktapur,iOS
ESW114654,47244,6/28/2024 20:51,Internet Bill,19705.66,Wallet Balance,Failed,Others,Lalitpur,Android
ESW114655,6361,11/7/2024 1:39,Mobile Recharge,18544.3,Wallet Balance,Success,Utility,Butwal,Android
ESW114656,26475,2/17/2024 19:13,Electricity Bill,5098.19,Wallet Balance,Success,E-commerce,Biratnagar,Android
ESW114657,1641,2/12/2024 15:54,QR Payment,1245.71,Debit Card,Success,Utility,Bhaktapur,Android
ESW114658,22730,7/17/2024 9:11,Fund Transfer,6526.96,Wallet Balance,Success,Telecom,Butwal,Android
ESW114659,22113,10/31/2024 7:55,Mobile Recharge,16911.3,Wallet Balance,Success,E-commerce,Bhaktapur,Android
ESW114660,21011,10/9/2024 22:59,Fund Transfer,4507.03,Wallet Balance,Success,E-commerce,Lalitpur,iOS
ESW114661,43853,9/29/2024 0:16,Electricity Bill,19682.6,Linked Bank,Success,Transport,Kathmandu,Android
ESW114662,20659,1/5/2024 20:38,Electricity Bill,4113.39,Wallet Balance,Success,E-commerce,Biratnagar,Android
ESW114663,37818,9/23/2024 23:23,Internet Bill,11182.35,Wallet Balance,Success,E-commerce,Butwal,Android
ESW114664,38321,9/24/2024 9:04,Electricity Bill,19845.93,Linked Bank,Success,Food Delivery,Bhaktapur,Web
ESW114665,22309,2/8/2024 23:55,Mobile Recharge,2645.48,Wallet Balance,Success,Others,Biratnagar,Android
ESW114666,19688,1/14/2024 7:51,Fund Transfer,3991.71,Linked Bank,Success,Others,Kathmandu,Android
ESW114667,29176,7/31/2024 1:31,Fund Transfer,11829.81,Wallet Balance,Success,Food Delivery,Butwal,Android
ESW114668,4343,1/18/2024 16:12,Internet Bill,15797.88,Linked Bank,Success,Telecom,Kathmandu,Android
ESW114669,3056,9/14/2024 8:38,Mobile Recharge,14060.74,Wallet Balance,Failed,E-commerce,Butwal,Android
ESW114670,20192,1/6/2024 22:05,Mobile Recharge,11803.59,Linked Bank,Success,E-commerce,Lalitpur,iOS
ESW114671,24476,6/3/2024 3:44,Mobile Recharge,8638.34,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW114672,10416,9/9/2024 6:35,Mobile Recharge,15736.58,Wallet Balance,Success,Utility,Kathmandu,Android
ESW114673,40994,12/7/2024 3:14,QR Payment,2855.01,Wallet Balance,Success,E-commerce,Lalitpur,Android
ESW114674,1886,1/18/2024 7:24,Internet Bill,4938.25,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW114675,9584,7/3/2024 1:20,Mobile Recharge,15796.55,Linked Bank,Success,Food Delivery,Chitwan,Web
ESW114676,28766,12/25/2024 11:50,Electricity Bill,5659.86,Linked Bank,Success,Others,Kathmandu,Android
ESW114677,19830,2/16/2024 7:21,QR Payment,2807.52,Wallet Balance,Success,E-commerce,Butwal,Web
ESW114678,21289,2/8/2024 14:51,Internet Bill,16867.15,Wallet Balance,Success,Food Delivery,Biratnagar,Android
ESW114679,12530,8/5/2024 5:03,Internet Bill,15386.27,Wallet Balance,Success,Transport,Chitwan,Android
ESW114680,4591,7/7/2024 22:56,Internet Bill,12795.52,Wallet Balance,Success,Others,Lalitpur,Android
ESW114681,29342,10/31/2024 6:11,Mobile Recharge,13135.01,Wallet Balance,Success,Telecom,Kathmandu,Android
ESW114682,22395,3/8/2024 20:54,QR Payment,13292.08,Linked Bank,Success,Telecom,Pokhara,Android
ESW114683,17738,7/1/2024 6:19,Mobile Recharge,14625.42,Wallet Balance,Success,Transport,Lalitpur,Android
ESW114684,3631,1/24/2024 23:01,Fund Transfer,6336.4,Wallet Balance,Success,Food Delivery,Kathmandu,iOS
ESW114685,18905,1/16/2024 11:53,Mobile Recharge,17314.62,Wallet Balance,Pending,Others,Biratnagar,Android
ESW114686,20056,5/25/2024 8:49,Electricity Bill,5230.06,Wallet Balance,Pending,Telecom,Chitwan,Android
ESW114687,45138,4/6/2024 22:52,QR Payment,8303.66,Linked Bank,Success,Utility,Biratnagar,Android
ESW114688,24546,4/25/2024 10:43,Fund Transfer,10233.15,Debit Card,Success,Food Delivery,Bhaktapur,Android
ESW114689,36447,8/1/2024 0:39,Electricity Bill,16134.25,Debit Card,Failed,Transport,Butwal,Android
ESW114690,38190,5/24/2024 13:12,Internet Bill,8692.17,Wallet Balance,Success,Others,Pokhara,Android
ESW114691,27014,10/10/2024 14:51,Mobile Recharge,10183.23,Linked Bank,Success,Utility,Kathmandu,Android
ESW114692,8463,4/17/2024 19:41,QR Payment,17052.83,Wallet Balance,Pending,Others,Bhaktapur,Android
ESW114693,43381,6/5/2024 22:28,Fund Transfer,19994.64,Wallet Balance,Success,Others,Biratnagar,Android
ESW114694,2780,2/16/2024 23:18,Electricity Bill,15874.5,Wallet Balance,Success,Transport,Biratnagar,iOS
ESW114695,27107,10/22/2024 23:03,Electricity Bill,6068.69,Wallet Balance,Success,Utility,Chitwan,iOS
ESW114696,32587,6/17/2024 4:58,Mobile Recharge,2242.29,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW114697,43192,4/10/2024 23:13,Fund Transfer,13913.94,Wallet Balance,Success,Food Delivery,Kathmandu,Android
ESW114698,40339,4/3/2024 2:03,Electricity Bill,13753.18,Linked Bank,Success,Telecom,Lalitpur,iOS
ESW114699,25968,2/8/2024 7:23,Electricity Bill,9804.04,Wallet Balance,Success,Utility,Biratnagar,Android
ESW114700,34593,1/9/2024 15:25,QR Payment,14506.06,Linked Bank,Success,Food Delivery,Lalitpur,Web
ESW114701,44923,8/12/2024 14:18,Mobile Recharge,1307.69,Linked Bank,Success,Others,Biratnagar,iOS
ESW114702,24660,6/29/2024 16:46,Electricity Bill,19887.61,Wallet Balance,Success,Telecom,Biratnagar,Android
ESW114703,3395,9/10/2024 13:43,Electricity Bill,9709.64,Linked Bank,Success,Food Delivery,Lalitpur,Android
ESW114704,37913,3/22/2024 11:54,Electricity Bill,11363.63,Linked Bank,Success,Utility,Chitwan,Android
ESW114705,32848,8/7/2024 16:37,Internet Bill,10674.34,Wallet Balance,Success,Food Delivery,Lalitpur,Web
ESW114706,16779,7/8/2024 21:38,Fund Transfer,10915.52,Wallet Balance,Success,Food Delivery,Kathmandu,iOS
ESW114707,6492,10/24/2024 19:32,Mobile Recharge,15660.02,Wallet Balance,Pending,Utility,Butwal,Android
ESW114708,30722,9/4/2024 0:01,Mobile Recharge,1476.21,Wallet Balance,Success,Telecom,Chitwan,Web
ESW114709,8111,7/9/2024 15:44,Mobile Recharge,18416.34,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW114710,46855,2/11/2024 10:46,Mobile Recharge,6899.04,Wallet Balance,Success,Telecom,Biratnagar,Android
ESW114711,10984,10/24/2024 8:14,Mobile Recharge,12520.25,Debit Card,Success,Utility,Lalitpur,Web
ESW114712,33016,1/25/2024 2:54,Mobile Recharge,1203.68,Wallet Balance,Success,Transport,Chitwan,Android
ESW114713,28640,11/3/2024 5:12,Electricity Bill,9798.72,Wallet Balance,Success,Transport,Kathmandu,iOS
ESW114714,7792,3/15/2024 23:52,Fund Transfer,16307.42,Wallet Balance,Success,Transport,Lalitpur,Web
ESW114715,27924,1/11/2024 12:09,Mobile Recharge,6301.36,Wallet Balance,Success,E-commerce,Kathmandu,Web
ESW114716,33577,11/9/2024 1:19,Fund Transfer,7222.61,Linked Bank,Pending,E-commerce,Kathmandu,iOS
ESW114717,8711,2/6/2024 2:23,Mobile Recharge,12902.67,Wallet Balance,Success,Others,Lalitpur,Android
ESW114718,21012,5/15/2024 0:56,Fund Transfer,1432.25,Wallet Balance,Success,E-commerce,Kathmandu,Android
ESW114719,35333,6/20/2024 14:24,Fund Transfer,7702.01,Linked Bank,Success,Telecom,Chitwan,Android
ESW114720,37435,6/12/2024 5:38,Fund Transfer,15640.73,Linked Bank,Failed,E-commerce,Lalitpur,Android
ESW114721,40227,8/22/2024 12:51,Mobile Recharge,13398.82,Wallet Balance,Success,Utility,Butwal,iOS
ESW114722,5096,6/6/2024 2:36,Electricity Bill,10926.72,Debit Card,Pending,Telecom,Chitwan,Android
ESW114723,2019,4/11/2024 4:56,Fund Transfer,11731.83,Wallet Balance,Success,Utility,Butwal,iOS
ESW114724,25312,9/19/2024 2:14,Electricity Bill,5135.27,Linked Bank,Success,Utility,Chitwan,Android
ESW114725,10476,5/30/2024 21:22,Electricity Bill,18946.89,Wallet Balance,Success,Food Delivery,Biratnagar,Android
ESW114726,9254,8/5/2024 5:39,QR Payment,19928.66,Wallet Balance,Success,Others,Pokhara,Android
ESW114727,33419,2/24/2024 9:36,Fund Transfer,3305.79,Wallet Balance,Success,Utility,Kathmandu,Android
ESW114728,12584,7/11/2024 0:21,Fund Transfer,1565,Debit Card,Success,Transport,Chitwan,Android
ESW114729,6965,11/7/2024 16:47,Mobile Recharge,3511.63,Wallet Balance,Pending,Food Delivery,Lalitpur,Android
ESW114730,12464,1/28/2024 1:26,Electricity Bill,6344.99,Debit Card,Success,Telecom,Biratnagar,Android
ESW114731,13439,7/18/2024 5:48,Internet Bill,14235.05,Wallet Balance,Success,Telecom,Butwal,Android
ESW114732,38489,12/30/2024 19:33,Internet Bill,10757.54,Debit Card,Success,Food Delivery,Kathmandu,iOS
ESW114733,42176,1/25/2024 14:31,Mobile Recharge,1162.65,Linked Bank,Success,Others,Chitwan,Android
ESW114734,33963,1/26/2024 17:59,Internet Bill,10081.95,Linked Bank,Success,Transport,Kathmandu,Android
ESW114735,29440,5/22/2024 10:02,Fund Transfer,11939.5,Wallet Balance,Success,Utility,Kathmandu,Android
ESW114736,4273,3/8/2024 4:02,Electricity Bill,2714.22,Linked Bank,Success,Telecom,Lalitpur,Android
ESW114737,16330,2/6/2024 17:25,Fund Transfer,1767.09,Wallet Balance,Failed,Telecom,Kathmandu,iOS
ESW114738,22494,6/14/2024 18:49,Electricity Bill,8418.38,Wallet Balance,Success,Food Delivery,Biratnagar,iOS
ESW114739,11886,2/18/2024 10:26,Internet Bill,15514.97,Wallet Balance,Success,Transport,Lalitpur,iOS
ESW114740,4212,12/22/2024 4:59,Mobile Recharge,3346.84,Wallet Balance,Success,Others,Bhaktapur,Web
ESW114741,36523,9/19/2024 6:02,Fund Transfer,2618.74,Wallet Balance,Success,Utility,Biratnagar,iOS
ESW114742,18905,2/24/2024 8:17,Mobile Recharge,16802.3,Linked Bank,Failed,Telecom,Pokhara,Android
ESW114743,23058,7/14/2024 12:20,Fund Transfer,5162.45,Wallet Balance,Success,Utility,Lalitpur,iOS
ESW114744,2080,9/16/2024 1:09,Internet Bill,2424.21,Linked Bank,Success,E-commerce,Lalitpur,iOS
ESW114745,33675,2/28/2024 8:07,Internet Bill,18131.66,Wallet Balance,Failed,Food Delivery,Pokhara,Android
ESW114746,23007,2/3/2024 0:03,QR Payment,7701.33,Wallet Balance,Success,E-commerce,Chitwan,Android
ESW114747,49269,6/20/2024 19:43,Mobile Recharge,8379.82,Wallet Balance,Success,Others,Chitwan,Android
ESW114748,18105,9/15/2024 16:25,Internet Bill,19368.44,Wallet Balance,Success,Food Delivery,Pokhara,iOS
ESW114749,31279,1/8/2024 22:21,Electricity Bill,14116.31,Debit Card,Failed,Transport,Pokhara,Android
ESW114750,47815,11/9/2024 3:19,QR Payment,18231.08,Linked Bank,Success,Utility,Kathmandu,iOS
ESW114751,18946,12/21/2024 9:06,Fund Transfer,6115.66,Linked Bank,Success,Transport,Kathmandu,Android
ESW114752,1639,4/10/2024 0:56,Fund Transfer,12147.18,Wallet Balance,Success,Transport,Kathmandu,Android
ESW114753,13502,6/20/2024 10:36,Mobile Recharge,9331.48,Linked Bank,Success,Food Delivery,Butwal,Android
ESW114754,38958,6/8/2024 9:40,Mobile Recharge,19980.8,Wallet Balance,Success,Telecom,Pokhara,Android
ESW114755,29363,12/28/2024 13:12,Mobile Recharge,9730.54,Wallet Balance,Failed,E-commerce,Biratnagar,Android
ESW114756,4736,8/1/2024 14:27,Fund Transfer,13762.76,Linked Bank,Success,Transport,Pokhara,Android
ESW114757,17473,2/20/2024 22:50,Electricity Bill,4070.69,Linked Bank,Success,E-commerce,Biratnagar,Android
ESW114758,35019,2/15/2024 9:27,Electricity Bill,2851.85,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW114759,43062,5/23/2024 16:22,Fund Transfer,2023.34,Wallet Balance,Success,Others,Chitwan,Android
ESW114760,22087,12/11/2024 10:20,Fund Transfer,11468.99,Linked Bank,Pending,Transport,Biratnagar,iOS
ESW114761,29489,11/17/2024 15:49,Mobile Recharge,17480.18,Wallet Balance,Pending,Others,Kathmandu,Android
ESW114762,37820,12/28/2024 14:10,QR Payment,17482.23,Debit Card,Success,Transport,Butwal,Android
ESW114763,20325,5/15/2024 13:32,Mobile Recharge,1435.2,Wallet Balance,Success,Telecom,Lalitpur,Web
ESW114764,1271,8/1/2024 21:16,Mobile Recharge,15898.16,Wallet Balance,Success,Others,Kathmandu,Web
ESW114765,19414,1/11/2024 9:46,Fund Transfer,17606.17,Wallet Balance,Success,Others,Chitwan,Web
ESW114766,25220,10/6/2024 13:34,Internet Bill,16155.19,Wallet Balance,Success,Transport,Lalitpur,Android
ESW114767,45466,4/16/2024 13:19,QR Payment,535.44,Linked Bank,Success,Food Delivery,Bhaktapur,Android
ESW114768,49657,1/26/2024 9:11,Internet Bill,14127.78,Linked Bank,Success,Food Delivery,Chitwan,Android
ESW114769,43425,9/22/2024 6:38,QR Payment,7456.03,Debit Card,Success,Transport,Chitwan,iOS
ESW114770,10387,7/9/2024 5:10,Mobile Recharge,14570.21,Wallet Balance,Success,Utility,Butwal,iOS
ESW114771,12279,12/20/2024 20:57,Fund Transfer,9204.52,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW114772,28584,11/6/2024 20:21,QR Payment,13415.44,Wallet Balance,Success,Transport,Kathmandu,Android
ESW114773,45783,5/28/2024 4:54,Electricity Bill,5513.33,Linked Bank,Success,Food Delivery,Lalitpur,Android
ESW114774,40809,10/25/2024 8:27,Mobile Recharge,2963.51,Wallet Balance,Success,Telecom,Bhaktapur,Android
ESW114775,42476,3/6/2024 19:24,Mobile Recharge,18437.79,Linked Bank,Success,Utility,Biratnagar,Web
ESW114776,11857,4/6/2024 20:33,QR Payment,14389.87,Wallet Balance,Success,E-commerce,Bhaktapur,Android
ESW114777,43261,11/18/2024 18:37,Internet Bill,18875.15,Wallet Balance,Success,Food Delivery,Biratnagar,Web
ESW114778,9052,8/22/2024 19:47,Internet Bill,16152,Wallet Balance,Success,Food Delivery,Lalitpur,Android
ESW114779,17995,12/22/2024 21:31,Fund Transfer,4620.48,Wallet Balance,Failed,Food Delivery,Bhaktapur,Android
ESW114780,14580,8/9/2024 15:32,Fund Transfer,14028.45,Debit Card,Success,Utility,Bhaktapur,Android
ESW114781,19240,1/23/2024 4:26,Internet Bill,11226.1,Linked Bank,Success,Telecom,Kathmandu,Android
ESW114782,18910,9/25/2024 0:16,QR Payment,5571.1,Linked Bank,Success,Utility,Biratnagar,Android
ESW114783,11216,12/18/2024 18:40,Internet Bill,17327.6,Debit Card,Success,Transport,Bhaktapur,iOS
ESW114784,39997,11/8/2024 2:48,Fund Transfer,15602.46,Wallet Balance,Success,Utility,Chitwan,Web
ESW114785,47111,5/13/2024 11:11,Mobile Recharge,2612.09,Wallet Balance,Success,Transport,Lalitpur,Android
ESW114786,25911,11/29/2024 15:38,Mobile Recharge,11420.98,Wallet Balance,Success,Others,Bhaktapur,Android
ESW114787,35866,3/21/2024 14:35,QR Payment,15378.53,Linked Bank,Success,E-commerce,Bhaktapur,Android
ESW114788,16438,10/9/2024 4:49,Electricity Bill,3264.88,Linked Bank,Success,Food Delivery,Lalitpur,Web
ESW114789,8865,1/5/2024 16:24,Electricity Bill,19836.38,Linked Bank,Success,Food Delivery,Lalitpur,Android
ESW114790,17557,12/24/2024 10:41,Fund Transfer,12113.58,Wallet Balance,Success,Transport,Pokhara,Android
ESW114791,13211,10/26/2024 9:43,Internet Bill,17241.94,Wallet Balance,Success,Telecom,Biratnagar,Android
ESW114792,34268,2/22/2024 12:48,Mobile Recharge,10947.7,Linked Bank,Success,E-commerce,Pokhara,Android
ESW114793,4646,1/21/2024 14:24,Fund Transfer,6212.31,Wallet Balance,Success,Transport,Butwal,iOS
ESW114794,43816,8/2/2024 23:18,Fund Transfer,16718.12,Wallet Balance,Success,Food Delivery,Bhaktapur,Web
ESW114795,24924,2/24/2024 1:38,QR Payment,8975.54,Linked Bank,Success,Others,Biratnagar,iOS
ESW114796,45112,3/28/2024 13:28,Internet Bill,11673.67,Debit Card,Success,Transport,Butwal,Web
ESW114797,10910,7/6/2024 11:16,Electricity Bill,11535.15,Wallet Balance,Success,Food Delivery,Lalitpur,Web
ESW114798,2778,10/4/2024 22:10,Electricity Bill,1226.41,Linked Bank,Pending,E-commerce,Chitwan,Android
ESW114799,46752,9/20/2024 9:32,Mobile Recharge,6819.12,Wallet Balance,Success,Telecom,Chitwan,Android
ESW114800,20441,12/24/2024 21:36,Mobile Recharge,6703.35,Linked Bank,Success,Telecom,Pokhara,iOS
ESW114801,6190,11/27/2024 12:24,Mobile Recharge,921.9,Wallet Balance,Success,Food Delivery,Chitwan,Android
ESW114802,16304,11/17/2024 11:10,QR Payment,2139.21,Wallet Balance,Failed,Food Delivery,Biratnagar,Android
ESW114803,40765,4/5/2024 8:46,QR Payment,11441.93,Wallet Balance,Success,Transport,Lalitpur,Web
ESW114804,28289,3/10/2024 19:11,Internet Bill,6475.74,Linked Bank,Success,Others,Bhaktapur,Android
ESW114805,45788,5/8/2024 0:32,Mobile Recharge,10061.69,Linked Bank,Success,Others,Chitwan,iOS
ESW114806,5747,4/24/2024 8:11,Mobile Recharge,9695.58,Wallet Balance,Success,Telecom,Pokhara,Android
ESW114807,10286,9/15/2024 22:46,Electricity Bill,13102.28,Wallet Balance,Success,E-commerce,Bhaktapur,Android
ESW114808,1045,6/13/2024 5:31,QR Payment,16999.68,Linked Bank,Success,Food Delivery,Bhaktapur,Android
ESW114809,30742,3/9/2024 5:04,Internet Bill,4576.61,Linked Bank,Success,Others,Lalitpur,Android
